Tract_Name,County,Municipality,Median_RE_Taxes,Data_Vintage, 
Morris County Census Tract 422,Morris,Hanover Township,8196,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 9802,Essex,Newark City,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Passaic County Census Tract 1758.01,Passaic,Passaic City,7143,2017-2021 American Community Survey 5-Year Estimates, 
Passaic County Census Tract 2642,Passaic,Paterson City,7448,2017-2021 American Community Survey 5-Year Estimates, 
Morris County Census Tract 423.02,Morris,Morris Plains Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Morris County Census Tract 425,Morris,Florham Park Borough,9755,2017-2021 American Community Survey 5-Year Estimates, 
Morris County Census Tract 427,Morris,Chatham Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Morris County Census Tract 428,Morris,Chatham Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Morris County Census Tract 429,Morris,Madison Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 522.03,Somerset,Warren Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 75,Middlesex,South Amboy City,7067,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 79.06,Middlesex,Old Bridge Township,8827,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 85.02,Middlesex,South Brunswick Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 87,Middlesex,Cranbury Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 2,Middlesex,Middlesex Borough,8574,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 3,Middlesex,Dunellen Borough,8750,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 11,Middlesex,Highland Park Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 12,Middlesex,Highland Park Borough,9547,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 13,Middlesex,Highland Park Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 14.09,Middlesex,Edison Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 62.06,Middlesex,North Brunswick Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 62.07,Middlesex,North Brunswick Township,8545,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 63,Middlesex,Milltown Borough,9604,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 62.05,Middlesex,North Brunswick Township,9146,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 230,Essex,Newark City,6000,2017-2021 American Community Survey 5-Year Estimates, 
Morris County Census Tract 404,Morris,Riverdale Borough,6055,2017-2021 American Community Survey 5-Year Estimates, 
Morris County Census Tract 405,Morris,Butler Borough,8306,2017-2021 American Community Survey 5-Year Estimates, 
Morris County Census Tract 406,Morris,Butler Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7159.02,Ocean,Lakewood Township,1875,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7202.05,Ocean,Manchester Township,3747,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 4.01,Middlesex,Piscataway Township,7205,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 4.03,Middlesex,Piscataway Township,8192,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 4.04,Middlesex,Piscataway Township,7766,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 5.01,Middlesex,Piscataway Township,6609,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 6.03,Middlesex,Piscataway Township,9219,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 30.04,Mercer,Hamilton Township,6915,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 191.04,Bergen,Fort Lee Borough,5527,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 192.03,Bergen,Fort Lee Borough,5659,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 193.03,Bergen,Fort Lee Borough,7796,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 193.04,Bergen,Fort Lee Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 43.06,Mercer,West Windsor Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 43.07,Mercer,West Windsor Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 44.03,Mercer,Hightstown Borough,8795,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 400.01,Bergen,Oradell Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 233.01,Bergen,Hackensack City,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 321.03,Bergen,Mahwah Township,6443,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 322.01,Bergen,Mahwah Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 81.02,Middlesex,Spotswood Borough,9670,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 86.04,Middlesex,Plainsboro Township,9600,2017-2021 American Community Survey 5-Year Estimates, 
Middlesex County Census Tract 22,Middlesex,Metuchen Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 537.06,Somerset,Hillsborough Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Somerset County Census Tract 534.03,Somerset,Franklin Township,4558,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 44.04,Mercer,East Windsor Township,6140,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 44.07,Mercer,East Windsor Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7140,Ocean,Brick Township,6279,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7134.01,Ocean,Brick Township,5296,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7171.01,Ocean,Jackson Township,9591,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7154.01,Ocean,Lakewood Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7175.02,Ocean,Jackson Township,7954,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7172,Ocean,Jackson Township,9565,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7111,Ocean,Point Pleasant Borough,7117,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7132.01,Ocean,Brick Township,7632,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 42.03,Mercer,Princeton,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 30.01,Mercer,Hamilton Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 34,Mercer,Ewing Township,4654,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 38,Mercer,Hopewell Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 135,Hudson,Harrison Town,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 136,Hudson,Harrison Town,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 137,Hudson,Harrison Town,6342,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 139,Hudson,Harrison Town,10000,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 142,Hudson,North Bergen Township,8836,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 143,Hudson,North Bergen Township,9368,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 146,Hudson,North Bergen Township,7308,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 149,Hudson,North Bergen Township,8300,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 151,Hudson,Guttenberg Town,8133,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 155,Hudson,West New York Town,8592,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 156,Hudson,West New York Town,9092,2017-2021 American Community Survey 5-Year Estimates, 
Hudson County Census Tract 157,Hudson,West New York Town,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Bergen County Census Tract 545,Bergen,Teaneck Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 102,Bergen,Dumont Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 475,Bergen,Ridgewood Village,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 152,Essex,Bloomfield Township,9396,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 43.16,Mercer,West Windsor Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 44.09,Mercer,East Windsor Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 44.08,Mercer,East Windsor Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 43.14,Mercer,West Windsor Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 33.04,Mercer,Lawrence Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 43.12,Mercer,Robbinsville Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 33.03,Mercer,Lawrence Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 43.13,Mercer,West Windsor Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 43.11,Mercer,Robbinsville Township,8774,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 43.15,Mercer,West Windsor Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 42.05,Mercer,Princeton,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 37.08,Mercer,Ewing Township,7651,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 37.07,Mercer,Ewing Township,6191,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 9800,Mercer,Trenton City,,2017-2021 American Community Survey 5-Year Estimates,No Real Estate Tax Data
Mercer County Census Tract 42.06,Mercer,Princeton,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 44.06,Mercer,East Windsor Township,9839,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 14.02,Mercer,Trenton City,3492,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 31,Mercer,Lawrence Township,5783,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 29.03,Mercer,Hamilton Township,8025,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 30.03,Mercer,Hamilton Township,6793,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 21,Bergen,Alpine Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 91,Bergen,Demarest Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Bergen County Census Tract 92,Bergen,Haworth Borough,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 213,Essex,Cedar Grove Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7113,Ocean,Point Pleasant Borough,6685,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7114,Ocean,Point Pleasant Borough,7557,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7131,Ocean,Brick Township,6117,2017-2021 American Community Survey 5-Year Estimates, 
Ocean County Census Tract 7132.03,Ocean,Brick Township,4888,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 13,Mercer,Trenton City,5601,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 32.02,Mercer,Lawrence Township,8537,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 42.04,Mercer,Princeton,10000,2017-2021 American Community Survey 5-Year Estimates, 
Mercer County Census Tract 7,Mercer,Trenton City,3289,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 154,Essex,Bloomfield Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 155,Essex,Bloomfield Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 157,Essex,Bloomfield Township,9190,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 158,Essex,Bloomfield Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 163,Essex,Montclair Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 167,Essex,Montclair Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
Essex County Census Tract 168,Essex,Montclair Township,10000,2017-2021 American Community Survey 5-Year Estimates, 
